sample,trt,block,pot,days,no3,nh4,faa,tdn,doc,din,don,doc_don,don_din
15NSS_385,E,1,2,35,1.65,0.1,0.161,21.21,272.52,1.75,19.46,14.00411099691675,11.120000000000001
15NSS_386,E,2,17,35,0.5,0.1,0.097,7.83,129.43,0.6,7.23,17.90179806362379,12.05
15NSS_387,E,3,35,35,0.22,0.1,0.104,8.79,139.34,0.32,8.469999999999999,16.451003541912634,26.468749999999996
15NSS_388,E,4,41,35,0.3,0.1,0.083,6.88,130.42,0.4,6.4799999999999995,20.126543209876544,16.2
15NSS_389,E,5,57,35,4.86,0.1,0.172,21.21,214.68,4.96,16.25,13.211076923076924,3.276209677419355
15NSS_390,E,6,71,35,0.82,0.1,0.088,7.67,123,0.9199999999999999,6.75,18.22222222222222,7.336956521739131
15NSS_391,F,1,1,35,0.3,0.1,0.11,10.22,154.21,0.4,9.82,15.703665987780042,24.55
15NSS_392,F,2,14,35,2.44,0.1,0.246,30.29,354.91,2.54,27.75,12.78954954954955,10.9251968503937
15NSS_393,F,3,27,35,0.3,0.1,0.12,10.7,158.17,0.4,10.299999999999999,15.356310679611651,25.749999999999996
15NSS_394,F,4,44,35,0.26,0.1,0.052,2.58,59.56,0.36,2.22,26.82882882882883,6.166666666666668
15NSS_395,F,5,54,35,0.22,0.1,0.062,3.53,62.24,0.32,3.21,19.389408099688474,10.03125
15NSS_396,F,6,63,35,1.53,0.1,0.107,9.15,133.67,1.6300000000000001,7.5200000000000005,17.775265957446805,4.613496932515337
15NSS_397,G,1,7,35,0.98,0.1,0.171,19.78,271.97,1.08,18.700000000000003,14.543850267379678,17.314814814814817
15NSS_398,G,2,23,35,1.25,0.1,0.07,6.4,90.78,1.35,5.050000000000001,17.976237623762373,3.740740740740741
15NSS_399,G,3,31,35,0.5,0.1,0.07,5.45,86.12,0.6,4.8500000000000005,17.756701030927832,8.083333333333334
15NSS_400,G,4,39,35,12.15,0.1,0.111,21.21,165.11,12.25,8.96,18.427455357142858,0.7314285714285715
15NSS_401,G,5,51,35,0.38,0.1,0.09,7.36,120.51,0.48,6.880000000000001,17.515988372093023,14.333333333333336
15NSS_402,G,6,61,35,0.94,0.1,0.229,34.22,528.94,1.04,33.18,15.941531042796868,31.903846153846153
15NSS_403,H,1,8,35,1.73,0.1,0.143,7.83,96.73,1.83,6,16.121666666666666,3.278688524590164
15NSS_404,H,2,19,35,0.58,0.1,0.168,14.52,224.25,0.6799999999999999,13.84,16.203034682080926,20.35294117647059
15NSS_405,H,3,29,35,0.62,0.1,0.093,4.97,96.73,0.72,4.25,22.76,5.902777777777778
15NSS_406,H,4,47,35,0.34,0.1,0.114,5.45,116.55,0.44000000000000006,5.01,23.263473053892216,11.386363636363635
15NSS_407,H,5,59,35,0.58,0.11,0.147,12.13,212.23,0.69,11.440000000000001,18.551573426573423,16.57971014492754
15NSS_408,H,6,65,35,1.23,0.1,0.13,35.21,137.55,1.33,33.88,4.059917355371901,25.473684210526315
15NSS_409,I,1,3,35,0.66,0.1,0.105,8.79,140.33,0.76,8.03,17.475716064757165,10.565789473684209
15NSS_410,I,2,20,35,0.42,0.1,0.073,4.49,86.22,0.52,3.97,21.717884130982366,7.634615384615385
15NSS_411,I,3,25,35,2.04,0.1,0.094,8.81,109.61,2.14,6.67,16.43328335832084,3.116822429906542
15NSS_412,I,4,48,35,2.44,0.1,0.066,5.45,77.9,2.54,2.91,26.769759450171822,1.1456692913385826
15NSS_413,I,5,50,35,0.94,0.1,0.153,10.7,177.99,1.04,9.66,18.425465838509318,9.288461538461538
15NSS_414,I,6,72,35,0.94,0.11,0.111,9.64,144.35,1.05,8.59,16.80442374854482,8.18095238095238
15NSS_415,J,1,12,35,1.01,0.1,0.105,9.27,129.43,1.11,8.16,15.861519607843137,7.351351351351351
15NSS_416,J,2,18,35,0.82,0.1,0.092,9.27,129.43,0.9199999999999999,8.35,15.500598802395212,9.07608695652174
15NSS_417,J,3,36,35,0.94,0.1,0.084,7.36,107.63,1.04,6.32,17.03006329113924,6.076923076923077
15NSS_418,J,4,46,35,0.22,0.1,0.049,3.06,76.71,0.32,2.74,27.9963503649635,8.5625
15NSS_419,J,5,60,35,0.78,0.1,0.105,11.27,149.2,0.88,10.389999999999999,14.359961501443696,11.80681818181818
15NSS_420,J,6,69,35,1.89,0.1,0.133,12.59,152.11,1.99,10.6,14.350000000000001,5.326633165829145
15NSS_421,K,1,5,35,0.94,0.1,0.124,13.09,180.96,1.04,12.05,15.017427385892116,11.586538461538462
15NSS_422,K,2,21,35,3.15,0.11,0.135,15.48,177,3.26,12.22,14.48445171849427,3.748466257668712
15NSS_423,K,3,33,35,0.9,0.1,0.108,11.18,163.12,1,10.18,16.023575638506877,10.18
15NSS_424,K,4,37,35,1.05,0.1,0.05,3.7,49.06,1.1500000000000001,2.55,19.239215686274513,2.2173913043478257
15NSS_425,K,5,52,35,9.89,0.1,0.147,17.39,114.57,9.99,7.4,15.48243243243243,0.7407407407407408
15NSS_426,K,6,66,35,0.74,0.11,0.065,4.23,74.57,0.85,3.3800000000000003,22.06213017751479,3.9764705882352946
15NSS_427,L,1,4,35,0.38,0.1,0.16,21.21,330.46,0.48,20.73,15.94114809454896,43.1875
15NSS_428,L,2,16,35,0.58,0.1,0.096,7.83,126.46,0.6799999999999999,7.15,17.686713286713285,10.514705882352942
15NSS_429,L,3,34,35,0.22,0.1,0.073,6.75,113.57,0.32,6.43,17.662519440124417,20.09375
15NSS_430,L,4,45,35,0.42,0.1,0.086,7.83,167.09,0.52,7.3100000000000005,22.857729138166892,14.057692307692308
15NSS_431,L,5,49,35,0.22,0.1,0.046,1.15,45.59,0.32,0.8299999999999998,54.92771084337351,2.5937499999999996
15NSS_432,L,6,67,35,0.42,0.1,0.082,6.69,118.14,0.52,6.17,19.147487844408428,11.865384615384615
15NSS_433,A,1,11,42,0.08,0.13,0.087,9.89,133.69,0.21000000000000002,9.68,13.810950413223141,46.09523809523809
15NSS_434,A,2,24,42,0.08,0.13,0.07,3.6,61.32,0.21000000000000002,3.39,18.088495575221238,16.142857142857142
15NSS_435,A,3,30,42,0.08,0.12,0.039,2.91,59.24,0.2,2.71,21.85977859778598,13.549999999999999
15NSS_436,A,4,42,42,0.08,0.13,0.092,7.93,121.74,0.21000000000000002,7.72,15.76943005181347,36.76190476190476
15NSS_437,A,5,53,42,0.08,0.12,0.056,4.98,65.69,0.2,4.78,13.742677824267782,23.9
15NSS_438,A,6,68,42,0.08,0.12,0.053,4.59,75.22,0.2,4.39,17.134396355353076,21.949999999999996
15NSS_439,B,1,9,42,0.08,0.13,0.12,12.75,179.9,0.21000000000000002,12.54,14.346092503987242,59.7142857142857
15NSS_440,B,2,13,42,0.08,0.12,0.311,60.25,742.62,0.2,60.05,12.366694421315572,300.24999999999994
15NSS_441,B,3,28,42,0.08,0.13,0.105,11.27,156.72,0.21000000000000002,11.059999999999999,14.169981916817362,52.66666666666666
15NSS_442,B,4,38,42,0.08,0.13,0.119,11.66,160.93,0.21000000000000002,11.45,14.055021834061137,54.52380952380952
15NSS_443,B,5,58,42,0.08,0.13,0.149,17.13,211.02,0.21000000000000002,16.919999999999998,12.471631205673761,80.57142857142856
15NSS_444,B,6,70,42,0.08,0.13,0.051,5.27,64.02,0.21000000000000002,5.06,12.652173913043478,24.09523809523809
15NSS_445,C,1,10,42,0.08,0.13,0.109,10.58,155.03,0.21000000000000002,10.37,14.949855351976858,49.38095238095237
15NSS_446,C,2,15,42,0.08,0.12,0.062,5.07,76.13,0.2,4.87,15.632443531827514,24.349999999999998
15NSS_447,C,3,32,42,0.08,0.13,0.161,24.15,309.86,0.21000000000000002,23.939999999999998,12.943191311612367,113.99999999999997
15NSS_448,C,4,40,42,0.08,0.13,0.066,5.66,83.17,0.21000000000000002,5.45,15.260550458715596,25.95238095238095
15NSS_449,C,5,55,42,0.08,0.12,0.084,5.65,85.46,0.2,5.45,15.680733944954127,27.25
15NSS_450,C,6,64,42,0.08,0.13,0.184,6.14,81.93,0.21000000000000002,5.93,13.816188870151773,28.238095238095234
15NSS_451,D,1,6,42,0.08,0.13,0.063,5.86,89,0.21000000000000002,5.65,15.75221238938053,26.904761904761905
15NSS_452,D,2,22,42,0.08,0.12,0.068,5.27,84.95,0.2,5.069999999999999,16.755424063116372,25.349999999999994
15NSS_453,D,3,26,42,0.08,0.12,0.038,3.3,48.75,0.2,3.0999999999999996,15.725806451612906,15.499999999999998
15NSS_454,D,4,43,42,0.08,0.12,0.058,4.58,65.85,0.2,4.38,15.034246575342465,21.9
15NSS_455,D,5,56,42,0.09,0.13,0.106,11.53,139.28,0.22,11.309999999999999,12.31476569407604,51.40909090909091
15NSS_456,D,6,62,42,0.08,0.13,0.087,9.22,126.05,0.21000000000000002,9.01,13.990011098779135,42.9047619047619
15NSS_457,E,1,2,42,0.08,0.12,0.072,7.93,108.55,0.2,7.7299999999999995,14.042690815006468,38.65
15NSS_458,E,2,17,42,0.08,0.13,0.061,5.86,85.82,0.21000000000000002,5.65,15.18938053097345,26.904761904761905
15NSS_459,E,3,35,42,0.08,0.12,0.031,1.83,29.27,0.2,1.6300000000000001,17.957055214723926,8.15
15NSS_460,E,4,41,42,0.08,0.13,0.056,4.09,72.44,0.21000000000000002,3.88,18.670103092783506,18.476190476190474
15NSS_461,E,5,57,42,0.08,0.12,0.065,6.43,82.81,0.2,6.2299999999999995,13.292134831460675,31.149999999999995
15NSS_462,E,6,71,42,0.08,0.13,0.064,6.62,90.75,0.21000000000000002,6.41,14.157566302652105,30.523809523809522
15NSS_463,F,1,1,42,0.08,0.13,0.08,7.44,113.47,0.21000000000000002,7.23,15.69432918395574,34.42857142857143
15NSS_464,F,2,14,42,0.08,0.12,0.103,10.29,127.58,0.2,10.09,12.644202180376611,50.449999999999996
15NSS_465,F,3,27,42,0.08,0.13,0.063,5.07,80.84,0.21000000000000002,4.86,16.633744855967077,23.142857142857142
15NSS_466,F,4,44,42,0.08,0.12,0.037,2.91,50.13,0.2,2.71,18.498154981549817,13.549999999999999
15NSS_467,F,5,54,42,0.08,0.12,0.043,3.92,49.1,0.2,3.7199999999999998,13.198924731182798,18.599999999999998
15NSS_468,F,6,63,42,0.08,0.13,0.063,5.46,81.93,0.21000000000000002,5.25,15.605714285714287,24.999999999999996
15NSS_469,G,1,7,42,0.08,0.13,0.064,5.37,76.14,0.21000000000000002,5.16,14.755813953488373,24.57142857142857
15NSS_470,G,2,23,42,0.08,0.12,0.059,4.58,71.07,0.2,4.38,16.22602739726027,21.9
15NSS_471,G,3,31,42,0.08,0.13,0.073,6.75,90.49,0.21000000000000002,6.54,13.836391437308867,31.14285714285714
15NSS_472,G,4,39,42,0.08,0.12,0.087,6.84,103.32,0.2,6.64,15.56024096385542,33.199999999999996
15NSS_473,G,5,51,42,0.08,0.13,0.053,4.5,54.49,0.21000000000000002,4.29,12.701631701631703,20.428571428571427
15NSS_474,G,6,61,42,0.08,0.13,0.073,5.75,75.75,0.21000000000000002,5.54,13.673285198555957,26.38095238095238
15NSS_475,H,1,8,42,0.08,0.13,0.15,16.29,223.83,0.21000000000000002,16.08,13.919776119402988,76.57142857142856
15NSS_476,H,2,19,42,0.08,0.13,0.129,11.27,169.03,0.21000000000000002,11.059999999999999,15.283001808318266,52.66666666666666
15NSS_477,H,3,29,42,0.08,0.13,0.088,6.55,103.86,0.21000000000000002,6.34,16.381703470031546,30.190476190476186
15NSS_478,H,4,47,42,0.08,0.13,0.085,6.45,94.9,0.21000000000000002,6.24,15.208333333333334,29.71428571428571
15NSS_479,H,5,59,42,0.08,0.12,0.079,5.94,89.87,0.2,5.74,15.656794425087108,28.7
15NSS_480,H,6,65,42,0.08,0.13,0.102,7,112.81,0.21000000000000002,6.79,16.61413843888071,32.33333333333333
15NSS_481,I,1,3,42,0.08,0.13,0.076,7.73,106.52,0.21000000000000002,7.5200000000000005,14.164893617021276,35.80952380952381
15NSS_482,I,2,20,42,0.08,0.13,0.089,10.48,147.31,0.21000000000000002,10.27,14.343719571567673,48.9047619047619
15NSS_483,I,3,25,42,0.08,0.13,0.088,8.03,115.48,0.21000000000000002,7.819999999999999,14.767263427109976,37.238095238095234
15NSS_484,I,4,48,42,0.08,0.13,0.063,4.98,68.7,0.21000000000000002,4.7700000000000005,14.40251572327044,22.714285714285715
15NSS_485,I,5,50,42,0.08,0.12,0.059,4.79,68.89,0.2,4.59,15.008714596949892,22.95
15NSS_486,I,6,72,42,0.08,0.13,0.064,5.65,69.57,0.21000000000000002,5.44,12.78860294117647,25.904761904761905
15NSS_487,J,1,12,42,0.08,0.13,0.079,7.04,101.42,0.21000000000000002,6.83,14.849194729136164,32.52380952380952
15NSS_488,J,2,18,42,0.08,0.12,0.05,4.88,66.39,0.2,4.68,14.185897435897436,23.4
15NSS_489,J,3,36,42,0.08,0.12,0.064,3.99,64.54,0.2,3.79,17.02902374670185,18.95
15NSS_490,J,4,46,42,0.08,0.13,0.067,7.34,107.63,0.21000000000000002,7.13,15.095371669004207,33.95238095238095
15NSS_491,J,5,60,42,0.08,0.12,0.084,6.62,78.4,0.2,6.42,12.211838006230531,32.099999999999994
15NSS_492,J,6,69,42,0.08,0.13,0.067,6.52,81.05,0.21000000000000002,6.31,12.844690966719494,30.047619047619044
15NSS_493,K,1,5,42,0.08,0.13,0.069,6.06,89.1,0.21000000000000002,5.85,15.23076923076923,27.857142857142854
15NSS_494,K,2,21,42,0.08,0.13,0.094,9.8,123.48,0.21000000000000002,9.59,12.875912408759124,45.666666666666664
15NSS_495,K,3,33,42,0.08,0.12,0.069,6.06,85.69,0.2,5.859999999999999,14.622866894197953,29.299999999999997
15NSS_496,K,4,37,42,0.08,0.12,0.046,3.11,46.01,0.2,2.9099999999999997,15.810996563573884,14.549999999999997
15NSS_497,K,5,52,42,0.08,0.12,0.065,6.71,79.28,0.2,6.51,12.178187403993856,32.55
15NSS_498,K,6,66,42,0.08,0.13,0.066,6.23,89.87,0.21000000000000002,6.0200000000000005,14.928571428571429,28.666666666666668
15NSS_499,L,1,4,42,0.08,0.13,0.086,8.32,116.91,0.21000000000000002,8.11,14.41553637484587,38.61904761904761
15NSS_500,L,2,16,42,0.08,0.13,0.05,3.7,60.72,0.21000000000000002,3.49,17.398280802292263,16.619047619047617
15NSS_501,L,3,34,42,0.08,0.12,0.042,3.21,51.76,0.2,3.01,17.196013289036546,15.049999999999999
15NSS_502,L,4,45,42,0.08,0.13,0.065,5.17,79.05,0.21000000000000002,4.96,15.9375,23.619047619047617
15NSS_503,L,5,49,42,0.08,0.13,0.025,1.34,23.06,0.21000000000000002,1.1300000000000001,20.407079646017696,5.380952380952381
15NSS_504,L,6,67,42,0.08,0.12,0.051,4.3,62.96,0.2,4.1,15.356097560975611,20.499999999999996
15NSS_505,A,1,11,48,0.09,0.11,0.117,15.2,203.7,0.2,15,13.58,75
15NSS_506,A,2,24,48,0.09,0.11,0.039,3.92,60.06,0.2,3.7199999999999998,16.145161290322584,18.599999999999998
15NSS_507,A,3,30,48,0.09,0.1,0.056,3.34,70.86,0.19,3.15,22.495238095238097,16.57894736842105
15NSS_508,A,4,42,48,0.09,0.1,0.068,6.33,90.86,0.19,6.14,14.798045602605864,32.315789473684205
15NSS_509,A,5,53,48,0.09,0.11,0.064,5.22,76.9,0.2,5.02,15.318725099601597,25.099999999999998
15NSS_510,A,6,68,48,0.09,0.11,0.055,4.83,68.09,0.2,4.63,14.706263498920087,23.15
15NSS_511,B,1,9,48,0.09,0.11,0.163,16.64,229.32,0.2,16.44,13.948905109489049,82.2
15NSS_512,B,2,13,48,0.09,0.1,0.346,72.08,921.08,0.19,71.89,12.812352204757268,378.36842105263156
15NSS_513,B,3,28,48,0.09,0.11,0.135,15.01,201.87,0.2,14.81,13.63065496286293,74.05
15NSS_514,B,4,38,48,0.09,0.11,0.209,33.52,408.57,0.2,33.32,12.262004801920767,166.6
15NSS_515,B,5,58,48,0.09,0.1,0.162,17.22,222,0.19,17.029999999999998,13.035819142689373,89.63157894736841
15NSS_516,B,6,70,48,0.09,0.12,0.102,12.83,180.99,0.21,12.62,14.341521394611728,60.095238095238095
15NSS_517,C,1,10,48,0.09,0.11,0.1,10.19,148.41,0.2,9.99,14.855855855855856,49.949999999999996
15NSS_518,C,2,15,48,0.09,0.1,0.053,4.59,81.3,0.19,4.3999999999999995,18.47727272727273,23.157894736842103
15NSS_519,C,3,32,48,0.09,0.1,0.197,29.47,408.57,0.19,29.279999999999998,13.953893442622952,154.1052631578947
15NSS_520,C,4,40,48,0.09,0.1,0.063,5.65,88.88,0.19,5.46,16.278388278388277,28.736842105263158
15NSS_521,C,5,55,48,0.09,0.11,0.049,4.05,65.51,0.2,3.8499999999999996,17.015584415584417,19.249999999999996
15NSS_522,C,6,64,48,0.09,0.11,0.035,2.97,41.64,0.2,2.77,15.032490974729242,13.85
15NSS_523,D,1,6,48,0.09,0.11,0.089,9.32,133.39,0.2,9.120000000000001,14.626096491228067,45.6
15NSS_524,D,2,22,48,0.09,0.1,0.037,2.86,51.55,0.19,2.67,19.307116104868914,14.052631578947368
15NSS_525,D,3,26,48,0.09,0.11,0.027,2.18,31.74,0.2,1.9800000000000002,16.030303030303028,9.9
15NSS_526,D,4,43,48,0.09,0.1,0.044,3.85,48.28,0.19,3.66,13.191256830601093,19.263157894736842
15NSS_527,D,5,56,48,0.09,0.11,0.124,13.8,177.03,0.2,13.600000000000001,13.016911764705881,68
15NSS_528,D,6,62,48,0.09,0.12,0.083,9.31,133.45,0.21,9.1,14.664835164835164,43.333333333333336
15NSS_529,E,1,2,48,0.09,0.1,0.1,10.38,133.18,0.19,10.190000000000001,13.069676153091265,53.631578947368425
15NSS_530,E,2,17,48,0.09,0.1,0.104,5.27,81.15,0.19,5.079999999999999,15.974409448818902,26.736842105263154
15NSS_531,E,3,35,48,0.09,0.1,0.047,4.01,62.24,0.19,3.82,16.29319371727749,20.105263157894736
15NSS_532,E,4,41,48,0.09,0.11,0.054,2.67,46,0.2,2.4699999999999998,18.62348178137652,12.349999999999998
15NSS_533,E,5,57,48,0.09,0.1,0.056,4.44,63.93,0.19,4.25,15.042352941176471,22.36842105263158
15NSS_534,E,6,71,48,0.09,0.12,0.048,4.73,72.34,0.21,4.5200000000000005,16.00442477876106,21.523809523809526
15NSS_535,F,1,1,48,0.09,0.11,0.059,5.85,83.44,0.2,5.6499999999999995,14.768141592920355,28.249999999999996
15NSS_536,F,2,14,48,0.09,0.1,0.216,31.2,403.21,0.19,31.009999999999998,13.00257981296356,163.21052631578945
15NSS_537,F,3,27,48,0.09,0.11,0.067,6.04,88.88,0.2,5.84,15.21917808219178,29.2
15NSS_538,F,4,44,48,0.09,0.1,0.025,2,30.65,0.19,1.81,16.933701657458563,9.526315789473685
15NSS_539,F,5,54,48,0.09,0.11,0.028,2.09,25.3,0.2,1.89,13.386243386243388,9.45
15NSS_540,F,6,63,48,0.09,0.11,0.047,3.26,62.44,0.2,3.0599999999999996,20.405228758169937,15.299999999999997
15NSS_541,G,1,7,48,0.09,0.11,0.049,4.21,59.56,0.2,4.01,14.852867830423941,20.049999999999997
15NSS_542,G,2,23,48,0.09,0.1,0.027,2.18,37.18,0.19,1.9900000000000002,18.683417085427134,10.473684210526317
15NSS_543,G,3,31,48,0.09,0.1,0.054,4.3,63.93,0.19,4.109999999999999,15.554744525547447,21.631578947368418
15NSS_544,G,4,39,48,0.09,0.11,0.056,3.34,61.25,0.2,3.1399999999999997,19.506369426751593,15.699999999999998
15NSS_545,G,5,51,48,0.09,0.12,0.046,3.75,58.48,0.21,3.54,16.519774011299432,16.857142857142858
15NSS_546,G,6,61,48,0.09,0.11,0.054,4.83,69.77,0.2,4.63,15.069114470842331,23.15
15NSS_547,H,1,8,48,0.09,0.11,0.131,10.76,162.36,0.2,10.56,15.375,52.8
15NSS_548,H,2,19,48,0.09,0.11,0.109,9.03,145.34,0.2,8.83,16.459796149490373,44.15
15NSS_549,H,3,29,48,0.09,0.11,0.08,5.75,95.82,0.2,5.55,17.264864864864865,27.749999999999996
15NSS_550,H,4,47,48,0.09,0.11,0.052,3.85,57.39,0.2,3.65,15.723287671232876,18.25
15NSS_551,H,5,59,48,0.09,0.1,0.071,4.83,80.86,0.19,4.64,17.426724137931036,24.421052631578945
15NSS_552,H,6,65,48,0.09,0.11,0.069,4.05,71.35,0.2,3.8499999999999996,18.532467532467532,19.249999999999996
15NSS_553,I,1,3,48,NA,NA,NA,0,NA,NA,0,NA,NA
15NSS_554,I,2,20,48,0.09,0.1,0.057,4.88,75.61,0.19,4.6899999999999995,16.121535181236677,24.684210526315788
15NSS_555,I,3,25,48,0.09,0.11,0.046,4.01,62.34,0.2,3.8099999999999996,16.36220472440945,19.049999999999997
15NSS_556,I,4,48,48,0.09,0.11,0.03,2.58,48.28,0.2,2.38,20.28571428571429,11.899999999999999
15NSS_557,I,5,50,48,0.09,0.12,0.039,3.17,49.66,0.21,2.96,16.777027027027025,14.095238095238095
15NSS_558,I,6,72,48,0.09,0.12,0.051,5.02,65.61,0.21,4.81,13.640332640332641,22.904761904761905
15NSS_559,J,1,12,48,0.09,0.11,0.07,7.49,102.67,0.2,7.29,14.083676268861455,36.449999999999996
15NSS_560,J,2,18,48,0.09,0.1,0.066,6.81,92.91,0.19,6.619999999999999,14.03474320241692,34.84210526315789
15NSS_561,J,3,36,48,0.09,0.1,0.04,3.34,54.71,0.19,3.15,17.36825396825397,16.57894736842105
15NSS_562,J,4,46,48,0.09,0.11,0.041,4.34,50.16,0.2,4.14,12.115942028985508,20.699999999999996
15NSS_563,J,5,60,48,0.09,0.1,0.065,6.68,97.8,0.19,6.489999999999999,15.0693374422188,34.1578947368421
15NSS_564,J,6,69,48,0.09,0.12,0.076,6.19,80.27,0.21,5.98,13.423076923076922,28.476190476190478
15NSS_565,K,1,5,48,0.09,0.11,0.05,4.11,67.07,0.2,3.91,17.153452685421993,19.55
15NSS_566,K,2,21,48,NA,0.11,NA,12.11,162.17,NA,0,NA,NA
15NSS_567,K,3,33,48,0.1,0.1,0.055,4.5,59.67,0.2,4.3,13.876744186046512,21.499999999999996
15NSS_568,K,4,37,48,0.09,0.1,0.023,1.99,22.82,0.19,1.8,12.677777777777777,9.473684210526315
15NSS_569,K,5,52,48,0.09,0.12,0.08,7.75,104.73,0.21,7.54,13.889920424403183,35.904761904761905
15NSS_570,K,6,66,48,0.09,0.11,0.035,2.39,28.37,0.2,2.19,12.954337899543379,10.95
15NSS_571,L,1,4,48,0.09,0.11,0.075,6.81,100.66,0.2,6.609999999999999,15.228441754916794,33.05
15NSS_572,L,2,16,48,0.09,0.1,0.041,2.86,44.23,0.19,2.67,16.56554307116105,14.052631578947368
15NSS_573,L,3,34,48,0.09,0.1,0.045,3.92,62.24,0.19,3.73,16.68632707774799,19.63157894736842
15NSS_574,L,4,45,48,0.09,0.11,0.066,6.49,94.83,0.2,6.29,15.07631160572337,31.45
15NSS_575,L,5,49,48,0.09,0.12,0.027,2.09,27.58,0.21,1.88,14.670212765957446,8.952380952380953
15NSS_576,L,6,67,48,0.09,0.11,0.046,4.14,56.79,0.2,3.9399999999999995,14.413705583756347,19.699999999999996
